,5 FLUOROURACIL 84 ugmL,A baumannii 5075,ACTINOMYCIN D 4 ugmL,ACTINOMYCIN D 6 ugmL,ADRIAMYCIN 6 ugmL,AZITHROMYCIN 0.4 ugmL,BENZAKONIUM CHLORIDE 20 ugmL,BENZAKONIUM CHLORIDE 40 ugmL,BLEOMYCIN 1.5 ugmL,BLEOMYCIN 3 ugmL,BLOOD AGAR 1,CAMP 0.2 uM,CCCP 0.05 ugmL,CCCP 0.075 ugmL,CEFSULODIN 3 ugmL,CEFSULODIN 6 ugmL,CHLORHEXIDINE 4 ugmL,CHLORHEXIDINE 7 ugmL,CIPROFLOXACIN 0.00025 ugmL,COPPER SULPHATE 20 ugmL,COPPER SULPHATE 50 ugmL,CYCLIC DI GMP 1 uM,DIBUCAINE 0.25 ugmL,DIMETHYL FUMARATE 0.6 ugmL,DIMETHYL FUMARATE 1 ugmL,DMSO 2.5 ugmL,DMSO 5 ugmL,EDTA 1 mM,EGCG 120 ugmL,EGCG 75 ugmL,EGLA WATER DISINFECTANT 1.5 ugmL,EGLA WATER DISINFECTANT 2.5 ugmL,EGTA 1 mM,ETHANOL 12,FOSFOMYCIN 25 ugmL,FOSFOMYCIN 45 ugmL,GENTAMYCIN 5 ugmL,GLYCOLIC ACID 0.25 ugmL,GLYCOLIC ACID 0.75,HYDROGEN PEROXIDE 1.8 mM,IMIDAZOLE 12 ugmL,IMIDAZOLE 24 ugmL,ISOPROPANOL 5 ugmL,K pneumoniae MKP 103,LOPERAMIDE 60 ugmL,LOPERAMIDE 80 ugmL,LYSOZYME 120 ugmL,MAGNESIUM CHLORIDE 10 mgmL,MAGNESIUM CHLORIDE 5 mgmL,METFORMIN 10 ugmL,METFORMIN 8 ugmL,METHOTREXATE 60 ugmL,MMS 1,MMS 1.5,N HEXANOYL L HOMOSERINE LACTONE 200 ugmL,NIGERICIN 120 ugmL,NIGERICIN 200 ugmL,NO SALT LB with SUCROSE 0 mM,P aeruginosa 1,PROCAINE 1 ugmL,PROCAINE 1.5 ugmL,RIFAMPICIN 0.2 ugmL,SALT 0 mM,SDS 0.25,SODIUM BUTYRATE 50 ugmL,SODIUM BUTYRATE 70 ugmL,SODIUM CHOLATE 100 ugmL,SODIUM DEOXYCHOLATE 105 ugmL,SODIUM DEOXYCHOLATE 90 ugmL,SODIUM TAUROCHOLATE 40 ugmL,SODIUM TAUROCHOLATE 60 ugmL,SPECTINOMYCIN 12 ugmL,SPECTINOMYCIN 9 ugmL,STREPTOMYCIN 3 ugmL,STREPTOMYCIN 8 ugmL,TEMPERATURE 18,TEMPERATURE 25,TEMPERATURE 30,TRICLOSAN 70 ugmL,TRICLOSAN 90 ugmL,TRITON 3,UREA 800 ugmL,UV 0.07 Joules,UV 0.1 Joules,UV 0.2 Joules,UV 0.5 Joules,V cholerae C 7606,VANCOMYCIN 100 ugmL,VANCOMYCIN 60 ugmL,VANILLIN AZITHROMYCIN 1,VANILLIN CIPROFLOXACIN 1,ZINC SULPHATE 150 ugmL,pH 6,M9 A KETOGLUTARATE 1,M9 ACETATE 1,M9 ALANINE 1,M9 FRUCTOSE 1,M9 GLYCEROL 1,M9 MALATE 1,M9 MALTOSE 1,M9 MANNITOL 1,M9 PROLINE 1,M9 PYRUVATE 1,M9 SUCCINATE 1,M9 SUCROSE 1,M9 TREHALOSE 1
K - ,-0.273034863,-0.466395622,0.668999764,0.950287725,-1.315163053,1.761187463,-1.468206382,-0.971526895,-0.054012887,-0.320341459,-0.445173255,-0.893174177,0.768220399,0.818178853,2.17781745,0.451648344,-0.987011321,-0.308241146,0.0962464,0.171270363,0.947322311,2.370422977,-1.506074427,1.308977267,0.544145246,0.517828879,1.096030537,0.382998643,-0.282258678,0.458478623,-0.627489423,0.033867654,-0.635459554,-0.188157268,1.377655445,1.3742364,-1.049415037,-0.244835884,-0.2846399,0.100355959,1.932423357,0.743937129,-0.56844594,0.960100512,-0.899903345,1.569233908,-0.230985528,-0.725496702,-0.646218476,0.280776771,-0.150649888,-0.943935219,0.459655692,-0.098306256,1.312324978,-0.781930887,-0.821650114,0.532150561,0.893157035,-0.473542067,0.642196253,0.45732961,1.383309799,0.046534321,0.022238365,0.025323848,0.843419095,0.156071532,0.865567353,1.263730837,1.217983546,0.588904152,-0.193819024,-0.368553275,0.652076007,0.485624425,-0.888347547,-0.449063442,0.273140418,0.921030454,0.25485185,1.194844458,0.032582665,0.466120942,-0.260535096,0.217966939,1.022653818,1.124909955,0.990759537,,0.317775414,0.038007597,2.272541705,0,,,,0,,0,3.825806722,0,0,0,0,0
L - ,-2.874696929,-2.018909766,1.489526626,-0.447224613,-0.902481869,0.405463155,-0.264957643,2.072171524,0.419372273,-0.184424559,-2.679097032,0.252160243,-0.18738992,0.410139498,-0.05438655,0.6293872,0.45187535,0.584547218,-0.694063537,0.580417504,1.757835673,1.138198759,0.834149652,-0.078969189,-0.869794838,0.155548478,0.178632662,-1.895412457,0.013792539,0.04339118,-0.470553315,-0.259409893,-1.294965903,-1.328759231,0.763911898,1.59282505,2.20887511,0.083864484,-1.238695214,0.848386371,1.1736509,0.561143419,0.855595549,-0.878931387,0.714891315,0.588216737,-0.732127429,-1.605846212,-0.637694034,0.589807516,-0.773834026,-1.834880222,1.281069105,1.67796177,0.916969729,-0.857042492,-1.16815178,-0.582658646,-0.58463107,-0.202215247,-0.081056517,0.522620657,0.733700325,0.09207247,0.175640891,0.491296268,0.113286567,-0.095198182,1.165301543,0.716388233,0.66407039,2.272361871,2.43810808,0.346385128,-1.068405097,-1.140131468,1.283717687,1.333189579,-0.282855795,-1.277990351,0.282691021,1.339386885,0.193079797,1.881311421,-0.08893852,-1.393454975,0.231647605,2.319240723,0.616227665,,0.269763536,-0.433935503,2.619863884,-0.890735055,0.619695025,0.400900067,0.834068144,-0.081274544,,-0.388479505,0.903570405,-1.203490965,3.103106885,0.312375843,1.075032369,-0.956504116
M - ,-0.666285408,0.117005591,-0.888066796,0.766561346,-0.864388157,-0.842095256,-0.32182741,1.666359972,0.938410088,-0.357961603,0.00144358,-1.347616376,-0.362342366,1.534754119,-0.942632175,-0.595844055,-0.426565675,-0.248780231,0.246716582,-0.690272828,1.194446856,1.465965775,-2.607271597,0.926586224,0.763642807,-0.548724904,0.658032251,2.260863475,-0.57280689,-0.849224191,-0.910125398,1.54391731,-1.072546653,2.162499447,-0.901963387,0.335976364,0.490517274,1.172317073,0.948337392,0.920391417,1.962699857,1.031414926,1.264048102,1.05675387,1.681743292,1.057823817,-0.434459748,0.871437455,-0.425967988,0.289744719,0.177168316,0.702160406,-0.743677557,-1.430707648,1.104139494,0.521987853,0.070114671,-1.347618987,2.292705236,-0.523079686,1.574041046,-0.81420762,0.063523656,1.608770843,-0.591907742,-0.15138545,-0.472732065,-1.211518907,-0.867963417,0.370196414,0.869352572,0.152883386,0.568713177,-0.393999978,0.751522005,-1.545386337,-0.260367853,-0.951460752,0.576407349,-0.522854217,-0.31692316,0.286377628,1.175961083,1.64527919,-0.537483374,0.712484133,0.50194547,-0.081631455,-0.193960741,,2.473642366,-2.346950324,0.582742249,-0.376119349,2.994630857,-6.036159288,0.61310171,-0.411014542,,-1.328622751,0.488608006,0.360237266,-2.128915992,-5.410908904,0.597328419,0.951576915
N - ,0.717457465,-1.566968127,0.296659559,1.009477885,-1.116589856,1.698547952,-0.972268409,-1.817339747,-1.138739103,-0.400662499,-0.21658372,-0.042880844,-1.876858535,0.489558549,0.12637854,-0.08907885,-0.301319543,1.353603309,0.722267907,0.124518668,-0.332745571,2.753079397,-1.590856934,-0.313122823,-0.913895194,0.611622488,3.531986076,2.265639043,-1.354769183,-1.866833196,0.839164848,1.521787146,0.511056591,1.156636356,0.556916365,2.108862512,0.926108814,-0.286991892,-0.387731309,-2.448995349,0.521212037,-0.032183022,-0.057117732,-2.79825667,-0.781888872,0.728575842,4.111530251,0.70236821,-1.294709675,1.633344299,-0.337310492,-1.304648411,-0.971110017,-1.407298117,-0.713239809,0.45013259,-0.180867034,-1.685740244,1.14765337,-1.21712292,-0.225615853,-0.856900881,-1.276642319,-0.629385392,-0.077243757,-0.319451668,0.515691118,-1.24250616,-1.868637346,0.53707206,0.37259349,0.267145563,1.921919206,-0.998014398,0.021508373,1.130944322,-0.499769791,-0.897635938,0.988193158,-1.080614146,0.489920553,1.103808943,-0.756327387,1.026012302,0.395241101,-0.617973647,-1.141072538,0.904994908,-0.167607776,,3.046781491,-0.36433191,0.005796713,-4.876032999,0.190572747,-8.397784009,1.695299639,-5.571872583,,-21.87658095,1.971956864,0.57413928,-14.0128245,-10.48407857,3.765760691,1.21652741
O - ,-0.211944142,-0.563703288,1.024957435,0.053633306,-0.097141711,0.019073139,0.92291929,2.936970067,-0.190872057,-0.790736557,0.047847959,2.510819363,-0.652813334,-0.886776686,0.378429517,-0.068219734,0.478508692,-0.364609339,-0.18771905,0.187232522,0.742786348,2.230400932,-1.144553933,1.050341994,-0.244988334,-0.188421682,0.603639465,0.507540374,-0.148333924,-0.530639745,-0.249233973,-0.664220565,0.147307316,0.221456316,-0.04624257,-0.640140387,-0.404876354,0.455761293,-1.048446284,0.083508761,-0.244291693,-0.185384997,0.175516065,-0.017292381,0.430064797,1.4929504,-0.203600499,0.106334995,0.757164396,1.777723206,0.525133611,-0.42855565,0.380638924,-0.428883572,0.503526136,0.906779303,-0.273844665,-0.942442256,-0.724880606,-1.426696137,-0.886719372,0.75406662,-0.920027436,-0.227123313,0.292020075,1.305408992,-0.837759151,-0.220382054,0.128649477,2.165222989,1.408301054,-1.078757344,-0.15918321,-1.206934985,-0.691009917,0.520599563,-0.157047437,1.11232346,0.781070329,-0.587681456,0.200885258,0.091545806,1.061010533,0.433270507,0.334083709,1.680861871,0.439091833,1.194434559,-0.102954121,,-1.466797047,-1.041279462,1.337545154,0.030828237,-18.19414295,1.218991137,0.211415567,-0.121572908,,1.78193777,-0.52777938,-0.23401167,1.056620824,0.070786475,1.91330127,0.493653605
P - ,-0.612572935,-0.747885862,1.24773243,1.195692783,1.857597246,-1.136637618,-0.600650045,-0.568313124,-0.162470666,0.1020415,0.488256139,-0.28155987,0.874377533,-0.338947144,-0.450093029,-0.033279006,-1.026609795,-0.359237449,-0.454577695,2.054007524,1.175652096,2.212345389,0.358015222,1.500951331,-0.073026626,-0.726728669,-0.870713218,-0.394117106,-0.523193162,-0.63971153,-0.601201474,-0.835223637,-3.051207696,-0.298844222,-0.973193547,-0.776674131,-0.471791434,1.179580141,0.693744171,-0.409277515,-0.315515245,0.862780819,0.37851567,2.060097519,1.96078111,0.234774515,-1.182728897,-0.593329767,-0.468053649,-1.972605182,1.235026753,1.687935358,1.355563686,-0.102608611,-0.395389657,-0.043101226,-0.797732503,-0.211038353,0.479685182,-0.658891284,-1.381436806,1.859431289,0.068529843,0.040407774,0.260031257,0.591532428,-1.163020567,-0.755065252,0.337803906,1.268446958,-0.52409125,-0.702546582,1.279316855,-0.117507373,-0.87605917,-0.01351015,0.550994282,0.659292189,-0.256231701,-2.178023238,0.51325256,-1.097897276,0.763985946,-0.330203021,2.90660332,1.928923887,0.046861283,1.15744099,-0.615994087,,-0.867706886,0.018306183,0.970989728,0.204745453,-10.04271235,0.414898577,0.253727518,0.061373532,,0.340199131,-0.487920824,0.055218472,0.763501524,-0.431564959,0.56402722,0.812104019
Q - ,-0.716587838,1.360395,0.547671677,0.740917017,-2.391851823,0.518589922,-0.793660128,0.214043411,-0.917979199,-0.157969807,-2.756424135,0.98740472,1.006254573,1.901831109,1.070329598,1.310248507,0.711108167,0.025000096,0.210782826,-0.527712057,-0.159112809,0.941316901,-2.893461272,-1.810226054,0.053154405,-0.176312788,-0.566229394,-0.313523573,-1.148213033,-0.778294107,-0.212441621,0.82903854,1.517419174,0.059828805,-1.464150648,-0.276279234,-1.023786121,-0.456432033,1.547444599,0.548853926,-2.08547723,-0.56932344,0.269447743,-0.500032793,0.003956162,0.809400932,-0.040118996,0.147989829,-0.550991535,0.771758178,-0.315370173,-0.878310006,-0.126047351,-2.135190298,0.37391033,1.242479392,-0.852220192,-3.707860239,1.344114621,-0.273701564,0.083353367,0.524655617,-1.38269874,-1.118209949,1.536476535,2.347203118,1.340091024,0.102041499,-0.396469308,-0.158666009,0.532689691,0.197154789,1.411124152,0.094730069,0.312866276,0.268468737,0.70971415,0.273542186,1.627312066,-0.252349665,-1.419738118,0.503668438,2.119504573,-1.215466806,1.815018001,-0.103411849,-1.028649046,0.818948206,-0.787408385,,-1.363184401,0.578699299,-0.001714039,-0.995273451,-0.851738856,2.818461763,0.203392945,-0.040016577,,-0.209795409,-1.352419515,-0.147752445,1.323202628,1.851528914,-2.501271805,1.833174364
VC0001 - ukn - hypothetical protein,-5.544836908,-1.725135815,0.928313023,1.915773141,0.925865831,0.362921188,0.442464824,-0.116152109,-2.000919617,-1.822929952,-0.191858924,-0.279431495,1.580051047,1.168127741,0.714081876,-0.33875145,0.761528105,0.218222115,1.931491264,-0.939422653,0.527215144,0.108636932,-2.165301638,-0.423607686,-0.726516691,-1.239069731,-1.015105968,-0.426054421,0.232791214,1.270579002,-0.282889933,0.695352063,2.212406094,-1.838457445,-0.065526561,-0.44000343,0.482747106,0.327818841,2.879122072,0.723414075,1.39063683,-0.236772928,-2.009461769,0.248081321,1.566968429,-0.343705045,1.086910607,0.905933534,0.252357221,0.522608472,0.706129871,-0.366967501,-1.487502058,-0.832661155,-1.296125736,1.233336449,-0.074731174,-1.88968364,1.266179121,0.35608405,-1.908690127,0.365668125,-1.194947051,-0.617069628,0.585299283,-0.179590296,1.259584628,-0.109418298,0.459780596,-0.010523357,-0.848458252,0.136065423,0.479569786,-1.067212256,-2.708881258,0.371969461,0.809721703,0.480118736,0.106305983,-1.331922479,-2.754880654,0.322013904,0.388561631,1.562176135,-0.390312913,2.101419879,0.45342926,2.328584154,-0.146474348,,-1.241366314,1.048673468,0.66468137,-0.662104055,0.569501967,0.474457697,-1.029953434,2.136911705,,0.139049731,-0.50078177,1.20769422,1.641224544,-0.419643613,-1.278876355,1.418264358
VC0002 - mioC - mioC protein,2.097181173,-1.460289716,-0.161181679,-0.696628936,-0.322907969,1.405301667,-2.702024246,-2.538714157,0.486742244,2.416926481,1.518408486,0.486025063,1.3406538,0.390523255,0.321160771,-1.18142449,-0.289274301,0.589138863,1.626627578,0.400497686,-0.008763802,0.54023083,-0.764807587,1.968163184,-1.326654215,0.212921958,0.468975235,1.012710864,-0.812615077,-1.333647252,-0.807186082,0.564607241,-0.078166633,-5.206218251,0.483449513,0.687351386,2.639387828,0.325847808,0.918843861,-0.870862071,0.421326776,-0.912452517,-1.032611852,-0.763814611,-0.727700719,-1.236370379,1.832635055,-0.163275895,-3.378933346,0.046251118,-3.149183555,-1.568624418,-2.237989177,-1.147751271,-2.159861771,1.00824015,0.8035508,-1.116449616,0.545612148,-0.205408711,-2.333980065,-0.463620517,0.827594991,-0.438392506,0.456361543,0.706747888,1.048452037,0.141983959,-0.431374931,-2.357585673,-2.431446491,6.25865974,3.044865054,-1.67370645,-2.075211453,1.43935258,1.673018899,0.312858872,-0.43449816,1.132349561,-1.025931668,1.29725655,0.623733306,-0.869148852,-0.371672807,-1.851991458,0.702317951,0.986166801,-0.180762162,1.491514939,1.27592794,3.106959211,0.720973331,-2.74926467,0.7709608,,0.380312719,0.464184142,-6.11306701,-2.402501888,1.381807817,0.90852332,-4.015048895,-1.566552825,1.045888275,0.918528852
VC0003 - thdF - thiophene and furan oxidation protein ThdF,-1.218614071,-0.956564531,-0.5952465,-1.007383474,-0.886868903,-0.541079273,-0.352402309,-0.509800105,-0.22848852,0.471788375,-0.986711454,-1.387155496,-0.018691583,0.6359253,-0.009805673,1.140463022,2.689454593,0.631136572,-1.50590821,0.693655753,1.105977667,1.240638195,1.096298252,-0.398969323,-0.011365749,0.318725337,-0.541434992,-1.029989999,1.892627644,0.312949543,2.469510277,0.994326109,-0.242331198,0.41572894,1.336705113,-0.676523836,-1.170770869,-1.889534894,-0.163505677,1.028046756,-0.404623795,0.030051336,0.279459446,-0.300543021,0.097669357,0.044860995,-0.120300562,-0.224563684,-0.412680654,0.379405544,-0.965348403,0.381617105,0.734921835,1.109312244,-0.864108115,-0.271713073,1.170717033,-0.014123054,-0.073991061,-0.791646704,-1.523128351,-0.232525925,-1.047251572,-1.318679039,1.223550356,2.070652195,0.392670283,1.577384755,-0.210873602,-0.396817867,-0.183189475,0.023866869,-0.237369815,0.777308878,-0.318588333,-1.622116077,-1.320123567,0.099056646,-0.21236002,0.142429107,0.55926053,0.661179834,-1.154954431,1.931867137,-0.729447446,-0.743333804,0.10872041,5.188959465,3.795418251,,1.00462539,0.730891082,-0.399473904,-1.922767863,2.306880129,-0.012649882,0.123516242,2.337298479,,-0.735505046,0.024861206,-1.609105111,0.663774376,1.704686789,-0.84181518,1.005631591
VC0005/VC0006 - ,0.420629811,-0.509413152,-0.74990218,0.154807393,0.588852812,1.178376996,1.542708049,0.359742936,-0.468648018,-0.928449758,-0.011123297,0.359624214,-0.628906346,-1.181390829,-0.288926991,-1.38524522,0.07543528,0.026373318,0.198342952,0.218215974,0.782730247,-0.590677601,0.952699582,0.996093047,-1.69782105,0.221414145,0.408007238,0.642020438,0.809516794,0.660081854,-0.299979162,0.014563745,-0.535323562,-0.684890411,-1.095985157,0.906715729,0.401133879,-0.590224887,0.325711473,-0.697853255,0.218303971,-0.320654396,-0.756640419,-0.682329871,1.068808954,-0.666405005,-0.334833111,0.2144325,0.783960723,0.230882188,-0.820607888,-1.097816344,-0.64667097,0.270978648,1.83595267,0.430250659,-0.045585335,1.161260402,0.196278965,-0.282268803,1.513429119,1.229993187,-0.977567729,-0.153278374,-0.334009944,-1.336857755,-0.691817067,-2.413524737,-0.063145216,0.503205659,1.004578159,0.448967862,-0.091453329,-0.337454615,0.270617135,1.335013111,0.605956424,0.326489174,0.24988767,0.466393383,0.820279457,-0.506344049,0.184301422,0.505109583,-0.352497566,0.070379167,0.1895565,0.229304651,-0.183644148,0.716235335,-0.74562578,0.690311865,-0.309445757,-0.373147176,-0.18838205,,0.566099393,-0.940719884,-0.422709726,-0.868034685,1.337032543,2.073758261,0.72034303,-0.470910762,-0.151917517,-0.260522062
"VC0008 - yxeO - amino acid ABC transporter, ATP-binding protein",-1.430911134,1.112796318,0.487146195,-0.488758805,-0.218937052,-0.167755739,0.204603855,-0.049913797,0.276856742,0.395979157,0.540571018,0.656320788,-0.682079541,-0.620398962,0.448972623,0.187340868,0.033738185,-0.580669795,1.124971853,-0.068629851,-0.515648379,0.228697392,-0.523169257,-0.840440032,-1.96007117,0.33282687,0.693467214,0.160663374,-0.890372651,-1.220640639,0.008903053,0.859675432,-1.602619553,-0.020557332,-1.396557488,0.650765039,-1.098835944,1.071462906,-1.270647466,-0.63113567,-1.531715534,0.872534908,0.408277331,1.194246437,0.328725107,0.283302481,0.231936249,1.33956919,0.933625484,0.526473256,-0.029117933,1.314700287,-0.409563086,-0.943049303,-0.258477975,0.438522432,0.335543224,0.593746676,-0.368987376,0.03122522,-0.41595993,0.547806955,-0.71007641,-0.43073599,-0.357784777,-0.889424848,-0.368499999,-0.620917096,-0.762159355,0.094999297,1.679445433,-1.0214498,0.782206594,0.703139524,0.242065378,0.567337236,0.934930734,0.6703972,0.151315662,0.062078741,0.045673468,-0.556702425,0.174665014,0.600447158,0.295652682,0.592262875,-0.096358778,0.334332568,-1.462627933,,0.037740735,-0.818081886,0.087358733,0.855737718,0.086247058,0.247380178,-0.468793076,-0.784215105,,1.328446275,-1.134869341,-0.51689856,-0.304871279,-0.462961011,1.026760577,-0.419070071
"VC0009 - patM - amino acid ABC transproter, permease protein",-0.196858654,-0.422699437,1.419609373,-0.172722282,0.951448546,-0.595968412,-0.175907974,-0.064625971,-1.112175721,1.188465129,-0.660515861,1.171543643,-0.248366345,-1.375280382,-0.490510125,0.441988637,-0.377225443,-0.749804446,-0.876917975,0.645585588,0.145339501,0.313547176,-0.641086264,0.057961795,0.350404229,0.835735337,0.707967297,-1.483161104,-0.461781321,0.059581388,1.774247845,-0.213013503,0.05662991,-1.003302595,-0.112592249,-0.185028227,1.751827574,0.393221421,-1.158364794,-2.294583178,-0.642105096,0.715289071,-0.67092034,-0.718714639,-0.664106347,-0.929840392,0.338153391,-0.880584949,0.332231797,0.349695158,-0.34119945,-0.58722355,2.374864854,0.949465664,1.803355247,0.294476216,1.039811213,1.53266252,-1.231137992,-0.919170143,0.428981484,1.165833351,1.010910746,-1.72109099,-1.813087956,-2.693877449,0.267132427,0.986821566,-0.293362798,0.315098366,0.976505202,-0.09095159,2.004717679,2.238614307,0.223657347,0.532613113,0.710010523,-1.301107865,-0.264002112,-0.509452201,0.663091174,-0.538282858,-1.047047525,0.519883562,-0.154298065,-0.539756276,0.929181616,-1.448271636,-0.101084699,,-0.402730618,0.790905271,1.002765144,-0.511687079,0.531854766,-0.63848985,-1.676168344,1.615089628,,-0.539039792,-1.068944601,-1.137197016,1.135438294,0.540617169,0.024557228,-1.232693056
"VC0010 - patH - amino acid ABC transporter, periplasmic amino acid-binding portion",0.276985261,0.253973914,0.481224485,-0.02991339,0.197369509,-0.512255286,0.937282081,-0.036552377,2.222615549,0.73987024,0.782325653,0.30195758,0.477357008,0.663940175,-0.786359246,-1.01374657,-0.854921635,-1.81574385,-1.411163794,0.224435956,-0.785276415,-0.906654658,1.068682025,-0.333918367,1.4021777,0.589571901,-1.422540297,-1.89483829,-1.326952382,-0.751939466,-0.253124513,-1.039980473,-0.021192405,0.913800245,-1.117309659,0.114179601,-1.065623385,-0.427016908,1.137777016,0.122166361,0.056048564,-0.354233915,-0.011248861,0.000259769,0.073656195,0.526602524,-1.643107934,0.223893755,1.299281803,-0.595007265,0.640463293,-1.713387705,2.03416303,1.347147538,0.31834921,0.636992621,-0.70662795,-1.327534487,-0.922264103,1.294818836,0.319053424,1.527593053,0.020000042,0.141977882,0.995448065,0.216937405,-0.01562866,-0.442573138,2.568759356,1.361737594,0.382872334,-1.212710863,-0.110132037,1.443184313,0.196314858,-0.064539424,-0.007971404,0.37432253,-1.16182188,-0.793498671,0.592159064,0.362076377,-0.068798909,-0.019427021,0.160787115,0.109565663,-0.422920848,0.535375148,0.331295367,1.349235389,-0.564228131,-0.861993557,-0.863915374,0.13567956,-1.085383984,,-0.341974811,-0.405691413,1.365290892,-0.571317091,-0.328129904,0.722379686,0.372202526,-0.315306746,1.194499749,0.503554294
VC0011 - ukn - hypothetical protein,-1.620164532,0.994204993,0.414718294,0.010821012,-0.620758876,0.192178715,-0.038702107,0.346302334,0.271103695,-1.231481911,-0.572337059,-0.46955645,0.480231882,-0.29161712,-0.260678015,-0.292426464,0.15565929,-1.29543599,-0.451347537,-1.294260563,0.113225835,-1.011986652,-2.298919203,-0.423299723,1.239183399,0.849240068,-0.202654935,0.198980877,-0.514052935,-0.815557925,-0.928220497,0.226595758,-0.38303232,1.241681095,-1.546526009,0.780704098,-0.00933582,0.972332575,-0.580521501,0.583393729,-0.360405258,-0.530903459,0.810294805,0.523944146,-0.692522791,-0.109374249,-0.797545269,0.607381028,0.410798791,-0.817148083,-0.653434887,0.863179518,-0.166888975,0.267460776,1.249018305,0.81884556,-0.022181927,-0.881608885,-0.079681385,0.161516091,1.39462063,0.839296103,-0.196521788,1.362712877,0.804034261,1.244572956,-1.28232894,-0.746206342,0.850224975,0.134112507,-0.212060104,-0.019407017,-0.595643798,-0.700881214,0.464825295,-0.167837093,-0.010529428,0.598800453,0.476764861,-0.574668721,-0.873381688,-1.201799474,1.37558129,0.966870174,-0.095869584,0.153569167,-2.09680844,0.195874879,-1.027080509,,0.639732169,-1.982036463,-0.850675347,0.48188484,-0.028383939,0.568243101,0.729779859,-0.256183505,,0.143428035,-0.665402097,0.611798068,-1.659044739,-0.951090832,0.898374923,1.172872957
"VC0013 - dnaN - DNA polymerase III, beta chain",0.383151496,0.216826537,1.077492044,0.643888649,0.73123828,0.023474566,0.300514866,-0.648776829,-0.038638679,-0.236494114,-0.034426857,-0.65251946,2.170519375,-0.315328502,-0.212395823,-0.594358274,-0.559178274,-0.106282217,1.325973213,0.25072836,-1.046311783,0.337139222,0.287294933,0.174605934,0.488101323,0.421844014,0.681558684,-1.14527944,-0.061714512,-0.559166297,-0.150943957,-0.531135254,0.833919659,-0.275481599,0.281899054,0.092376324,-0.548344731,0.251933474,-0.034443437,0.276910956,-0.24858853,0.825302615,-0.243519611,0.165450235,1.85228667,1.162938885,0.776823716,0.086000814,-0.623313132,-1.236302139,0.52727479,0.573466992,-0.222926278,-0.607973598,-1.580904778,0.886680045,0.441724536,1.299929876,-1.021387821,-0.660041805,-1.614451409,-0.132918243,0.070056137,-0.33486883,-0.870482972,-0.057232355,-1.290630114,0.604563535,1.901354688,1.678306067,-0.444436529,0.59040431,0.083999295,0.097606879,0.098131467,0.813329555,0.304213218,0.721356567,0.286731455,-0.580449949,-0.146654374,-0.689249727,-0.273288683,1.238336719,1.813725608,1.556780189,0.61676412,0.887594624,0.319763824,,-0.551209508,-0.521785271,-0.564798172,2.220839443,4.034133068,-7.456370644,0.396606569,-0.176678592,,0.448526177,0.147183093,0.694306168,-0.153777599,-0.072010365,0.638975135,-0.99414781
VC0014 - recF - recF protein,0.456037887,0.314630406,-0.205298207,0.613317516,0.19768365,-0.069829118,-0.36663738,-1.042193838,0.623575008,0.718251446,0.14473987,0.648756406,-0.719468562,-0.208330009,0.036696618,0.427179992,-0.952383383,-1.989077891,1.25451954,0.402843187,0.196899057,1.060427055,-0.064032354,0.623490652,0.165065072,0.270377827,-0.02089567,0.671030872,-0.477708333,-1.497509219,-0.5093158,0.433864794,0.469570376,0.202011919,-0.792449809,-1.03867082,-0.434294402,1.077346623,-0.046477507,-1.073504509,-0.856676613,0.762738231,0.388435257,1.436582126,0.810578384,-0.098608239,-0.231845091,0.095608298,-0.74463001,-0.39304407,-1.467340819,0.756819006,0.137127418,-0.690034633,0.125855024,0.459884165,0.460229222,1.068267627,-0.466672897,1.107302617,-1.887112601,0.656026183,0.328290035,-0.555437279,-0.321188033,-1.062112992,-2.41734993,-1.510369925,0.019093893,0.749087512,0.340629621,-1.277765479,-0.040900052,1.186538381,0.527085007,0.024435535,0.243440915,-1.214493844,-0.538565487,-0.282981965,1.989210245,-1.111487362,-0.48869741,0.846863611,-0.086194289,-0.008465501,-0.079764695,-1.379100121,0.592825166,,0.70378772,-0.411166125,0.212408344,0.930537155,1.017731829,-0.018719602,0.467246018,-1.039718797,,-0.26148737,0.075312695,-0.494563728,0.21848358,-0.707719246,0.67743799,-0.635835941
